pos_id,side,open_time,open_price,lot,sl,tp,half_exit_time,half_exit_lot,half_exit_price,pnl_half_usd,final_close_time,final_close_price,final_close_lot,final_reason,pnl_final_usd,hold_min,total_pnl_usd,running_balance
1399,SELL,2026.03.16 04:11:43,5009.46,2.35,5012.66,4989.66,,0.0,0.0,0.0,2026.03.16 04:14:41,4989.48,2.35,TP,4695.3,2.97,4695.3,52024.2
1400,SELL,2026.03.18 13:35:38,4963.74,2.6,4970.41,4947.41,,0.0,0.0,0.0,2026.03.18 13:36:28,4970.48,2.6,SL,-1752.4,0.83,-1752.4,50271.8
1401,SELL,2026.03.18 13:56:45,4967.39,2.5,4967.39,4947.39,2026.03.18 14:08:00,1.25,4956.78,1326.25,2026.03.18 14:14:32,4967.65,1.25,SL,-32.5,17.78,1293.75,51565.55
1402,SELL,2026.03.18 14:23:35,4967.39,2.57,4970.41,4947.41,,0.0,0.0,0.0,2026.03.18 14:27:31,4947.08,2.57,TP,5219.67,3.93,5219.67,56785.22
1403,SELL,2026.03.18 14:30:00,4948.38,2.84,4951.38,4928.38,,0.0,0.0,0.0,2026.03.18 14:30:21,4951.86,2.84,SL,-988.32,0.35,-988.32,55796.9
1404,SELL,2026.03.18 14:45:00,4939.03,2.79,4942.03,4919.03,,0.0,0.0,0.0,2026.03.18 14:46:22,4942.05,2.79,SL,-842.58,1.37,-842.58,54954.32
1405,SELL,2026.03.18 15:00:00,4930.17,2.74,4933.17,4910.17,,0.0,0.0,0.0,2026.03.18 15:10:45,4910.1,2.74,TP,5499.18,10.75,5499.18,60453.5
1406,SELL,2026.03.18 15:15:00,4907.99,3.02,4910.99,4887.99,,0.0,0.0,0.0,2026.03.18 15:15:10,4911.13,3.02,SL,-948.28,0.17,-948.28,59505.22
1407,SELL,2026.03.18 15:30:00,4901.67,2.98,4901.67,4881.67,2026.03.18 15:32:00,1.49,4893.95,1150.28,2026.03.18 15:38:00,4881.38,1.49,TP,3023.21,8.0,4173.49,63678.71
1408,SELL,2026.03.19 01:21:15,4806.23,3.19,4809.92,4786.92,,0.0,0.0,0.0,2026.03.19 01:21:27,4810.2,3.19,SL,-1266.43,0.2,-1266.43,62412.28
1409,SELL,2026.03.19 09:35:11,4803.55,3.12,4807.2,4784.2,,0.0,0.0,0.0,2026.03.19 09:36:25,4807.41,3.12,SL,-1204.32,1.23,-1204.32,61207.96
1410,SELL,2026.03.19 09:45:00,4786.15,1.76,4789.15,4766.15,,0.0,0.0,0.0,2026.03.19 09:47:40,4765.63,1.76,TP,3611.52,2.67,3611.52,64819.48
1411,SELL,2026.03.19 10:00:00,4763.82,1.87,4766.82,4743.82,,0.0,0.0,0.0,2026.03.19 10:00:05,4767.03,1.87,SL,-600.27,0.08,-600.27,64219.21
1412,SELL,2026.03.19 10:15:00,4777.99,1.85,4780.99,4757.99,,0.0,0.0,0.0,2026.03.19 10:15:38,4781.21,1.85,SL,-595.7,0.63,-595.7,63623.51
1413,SELL,2026.03.19 10:30:00,4770.69,1.83,4770.69,4750.69,2026.03.19 10:34:00,0.92,4765.06,517.96,2026.03.19 10:39:29,4770.74,0.91,SL,-4.55,9.48,513.41,64136.92
1414,SELL,2026.03.19 10:45:00,4739.53,1.85,4742.53,4719.53,,0.0,0.0,0.0,2026.03.19 10:46:01,4742.58,1.85,SL,-564.25,1.02,-564.25,63572.67
1415,SELL,2026.03.19 11:00:00,4727.8,1.83,4730.8,4707.8,,0.0,0.0,0.0,2026.03.19 11:00:13,4730.89,1.83,SL,-565.47,0.22,-565.47,63007.2
1416,SELL,2026.03.20 21:50:34,4501.77,1.81,4505.56,4482.56,,0.0,0.0,0.0,2026.03.20 21:50:39,4505.65,1.81,SL,-702.28,0.08,-702.28,62304.92
1417,SELL,2026.03.20 22:00:00,4499.73,1.79,4502.73,4479.73,,0.0,0.0,0.0,2026.03.20 22:00:02,4502.89,1.79,SL,-565.64,0.03,-565.64,61739.28
